code,total_penalty
FLIGHT_UNFULFILLED_BUSINESS_CLASS,188599.0499999999
FLIGHT_UNFULFILLED_ECONOMY_CLASS,1360257.15
FLIGHT_UNFULFILLED_FIRST_CLASS,21730.2
FLIGHT_UNFULFILLED_PREMIUM_ECONOMY_CLASS,227034.90000000008
INVENTORY_EXCEEDS_CAPACITY,130536.0
NEGATIVE_INVENTORY,39920766.0
