day,FLIGHT_UNFULFILLED_BUSINESS_CLASS,FLIGHT_UNFULFILLED_ECONOMY_CLASS,FLIGHT_UNFULFILLED_FIRST_CLASS,FLIGHT_UNFULFILLED_PREMIUM_ECONOMY_CLASS,NEGATIVE_INVENTORY
0,383712.74999999994,2543008.5,8190.0,172890.0,454070.0
